engine,key,title,authors,year,venue,doi,open_source,status,local_note,implementation_topics
native_tri,zhang2022_crevo,"Constrained Remeshing Using Evolutionary Vertex Optimization","Zhang; Wang; Guo; Chai; Liu; Fu",2022,"Computer Graphics Forum","10.1111/cgf.14471","user-supplied PDF",FULL_READ,"native_tri/zhang2022_evolutionary_vertex_optimization.md","per-vertex differential evolution; infinite-barrier hard gates; error-bounded Delaunay simplification; angle-tail elimination"
native_tri,liu2024_bijective_shell,"Smooth Bijective Projection in a High-order Shell","Liu; Ji; Guo; Liu; Fu",2024,"ACM Transactions on Graphics","10.1145/3658207","user-supplied PDF",FULL_READ,"native_tri/liu2024_bijective_shell_projection.md","high-order prismatic shell; bijective projection; per-operation containment and normal checks; provenance transfer"
native_hex_dom,knupp2001_untangling,"Hexahedral and Tetrahedral Mesh Untangling","Knupp",2001,"Engineering with Computers",10.1007/s003660170006,user-supplied PDF,FULL_READ,"native_hex/knupp2001_untangling.md","global l1 untangling objective; corner-Jacobian inversion definition; beta volume-scaled positivity margin; failure as topology diagnostic"
native_hex_dom,ledoux2010_sheet_operations,"Topological Modifications of Hexahedral Meshes via Sheet Operations: A Theoretical Study","Ledoux; Shepherd",2010,"Engineering with Computers",10.1007/s00366-009-0145-2,user-supplied PDF,FULL_READ,"native_hex/ledoux2010_sheet_operations.md","STC dual; sheet extraction; pillowing; chord collapse; atomic operations; all-hex-preserving topology ops; per-patch BL primitive"
native_hex_dom,yamakawa2002_hexhoop,"HEXHOOP: Modular Templates for Converting a Hex-Dominant Mesh to an ALL-Hex Mesh","Yamakawa; Shimada",2002,"Engineering with Computers",10.1007/s003660200019,user-supplied PDF,FULL_READ,"native_hex/yamakawa2002_hexhoop.md","core+cap hoop templates; Schneiders pyramid solution; 60x cell multiplication; bimodal 0.4 scaled-Jacobian mode; patent pending; conversion-cost gate"
native_hex_dom,chen2026_hex_quality,"An Approach to Hex-Dominant Meshing with High-Quality Hexahedral Element Distribution","Chen; Zheng; Liao; Gao",2026,"Engineering with Computers",10.1007/s00366-025-02241-w,user-supplied PDF,FULL_READ,"native_hex/chen2026_hex_quality.md","QHED metric; ScoreCHE hex adjacency; hex cluster census; sweepable-region frame-field decomposition; OBB PSO interface optimization"
native_hex_dom,gao2019_feature_octree_hex,"Feature Preserving Octree-Based Hexahedral Meshing","Gao; Shen; Panozzo",2019,"Computer Graphics Forum (SGP)",10.1111/cgf.13795,https://cims.nyu.edu/gcl/papers/2019-OctreeMeshing.pdf,FULL_READ,"native_hex/gao2019_feature_octree_hex.md","dual all-hex octree conversion; scaffold mesh; corner/curve/patch feature mapping; assign-once tangent-slide provenance; refine-on-deviation loop; corner-positive SJ not trilinear bijectivity"
native_hex_dom,pitzalis2021_generalized_adaptive_refinement,"Generalized Adaptive Refinement for Grid-based Hexahedral Meshing","Pitzalis; Livesu; Cherchi; Gobbetti; Scateni",2021,"ACM Transactions on Graphics (SIGGRAPH Asia)",10.1145/3478513.3480508,https://github.com/cg3hci/Gen-Adapt-Ref-for-Hexmeshing,FULL_READ,"native_hex/pitzalis2021_generalized_adaptive_refinement.md","ILP-based generalized pairing; weak balancing; minimal grid refinement; 2.1x vs 3.3x growth; pairing preprocessing not templates"
native_hex_dom,livesu2022_optimal_dual_schemes,"Optimal Dual Schemes for Adaptive Grid Based Hexmeshing","Livesu; Pitzalis; Cherchi",2022,"ACM Transactions on Graphics",10.1145/3494456,https://github.com/mlivesu/cinolib,FULL_READ,"native_hex/livesu2022_optimal_dual_schemes.md","20-transition complete enumeration; 8+5 atomic dual schemes; dualization; singular valence bounds 6/7; all-hex topology proof; positive Jacobian not guaranteed"
native_hex_dom,livesu2015_edge_cone_rectification,"Practical Hex-Mesh Optimization via Edge-Cone Rectification","Livesu; Sheffer; Vining; Tarini",2015,"ACM Transactions on Graphics (SIGGRAPH)",10.1145/2766905,https://www.cs.ubc.ca/labs/imager/tr/2015/untangler/,FULL_READ,"native_hex/livesu2015_edge_cone_rectification.md","edge-cone reformulation; local-global QP/penalty untangling; frozen vs tangent-plane sliding boundary modes; max-min worst-cone loop; MSJ-to-OpenFOAM-skew bridge unverified"
native_hex_dom,tong_hexopt,"Fast and Robust Hexahedral Mesh Optimization via Augmented Lagrangian; L-BFGS; and Line Search","Tong; Zhang",2024,"arXiv (SIAM 2025; CAD 196:104073 2026 reported)",arXiv:2410.11656,https://github.com/CMU-CBML/HexOpt,FULL_READ,"native_hex/tong_hexopt.md","ReHQJ scale-invariant energy; augmented-Lagrangian sliding surface constraint; recomputed closest-point targets; L-BFGS Armijo; theta continuation; smart Laplacian escapes"
native_tri,shewchuk1997_robust_predicates,"Adaptive Precision Floating-Point Arithmetic and Fast Robust Geometric Predicates","Shewchuk",1997,"Discrete & Computational Geometry",10.1007/PL00009321,https://www.cs.cmu.edu/~quake/robust.html,FULL_READ,"native_tri/shewchuk1997_robust_predicates.md","expansion arithmetic; staged adaptive filters; orient2d/orient3d/incircle/insphere; vendor-not-port; ffp-contract build hygiene; explicit-input-only contract"
native_tri,attene2020_indirect_predicates,"Indirect Predicates for Geometric Constructions","Attene",2020,"Computer-Aided Design",10.1016/j.cad.2020.102856,https://arxiv.org/abs/2105.09772,FULL_READ,"native_tri/attene2020_indirect_predicates.md","implicit points as polynomial fractions; LPI/SSI constructions; semi-static/interval/expansion cascade; class-2 only; rational whitelist; snap-once-and-audit"
native_tri,brochu2009_eltopo,"Robust Topological Operations for Dynamic Explicit Surfaces","Brochu; Bridson",2009,"SIAM Journal on Scientific Computing",10.1137/080737617,https://www.cs.ubc.ca/~rbridson/docs/brochu-sisc2009-eltopo.pdf,FULL_READ,"native_tri/brochu2009_eltopo.md","per-operation guarded commit; pseudo-motion CCD; safe-default fallbacks; compound rollback; intersection-free-only invariant; complementary to bijective shell"
native_tri,wang2020_exact_envelope,"Exact and Efficient Polyhedral Envelope Containment Check","Wang; Schneider; Hu; Attene; Panozzo",2020,"ACM Transactions on Graphics (SIGGRAPH)",10.1145/3386569.3392426,https://github.com/wangbolun300/fast-envelope,FULL_READ,"native_tri/wang2020_exact_envelope.md","per-triangle prism envelope; exact one-sided IN certificate; LPI/TPI indirect predicates; eps-independent query cost; subdivision-stable invariant; native_tet sampled-BVH upgrade flag"
native_tri,jiang2020_bijective_shell,"Bijective Projection in a Shell","Jiang; Schneider; Zorin; Panozzo",2020,"ACM Transactions on Graphics (SIGGRAPH Asia)",10.1145/3414685.3417769,https://github.com/jiangzhongshi/bijective-projection-shell,FULL_READ,"native_tri/jiang2020_bijective_shell.md","linear prismatic shell; 24-tet I1 exact positivity; topological beveling; singularity pinching; 100% on 10.5k clean models; feature alignment out of scope; extrusion QP for BL"
native_tri,jiang2022_wildmeshing_toolkit,"Declarative Specification for Unstructured Mesh Editing Algorithms","Jiang; Dai; Hu; Zhou; Dumas; Zhou; Bajwa; Zorin; Panozzo; Schneider",2022,"ACM Transactions on Graphics (SIGGRAPH Asia)",10.1145/3550454.3555513,https://github.com/wildmeshing/wildmeshing-toolkit,FULL_READ,"native_tri/jiang2022_wildmeshing_toolkit.md","IDAS invariants/desiderata/attributes/schedule; before-after hooks with rollback; optimistic ring locking; explicitly nondeterministic parallelism; pattern port not library dependency"
native_tri,dapogny2014_mmg,"Three-Dimensional Adaptive Domain Remeshing; Implicit Domain Meshing; and Applications to Free and Moving Boundary Problems","Dapogny; Dobrzynski; Frey",2014,"Journal of Computational Physics",10.1016/j.jcp.2014.01.005,https://hal.sorbonne-universite.fr/hal-00804636,FULL_READ,"native_tri/dapogny2014_mmg.md","local non-accumulated hausd gate; collapse class hierarchy; split-then-collapse swap; staged schedule; curvature sizing; marching-tet cut-then-heal; quality-constant erratum"
